Symbol,Current Price,Date,Time,Change,Open,High,Low,Volume,Trade Date,Purchase Price,Quantity,Commission,High Limit,Low Limit,Comment,Transaction Type
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20210314,29.21,33.7351,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20241203,0.0,3.0,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20211105,31.87,380.0,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20210224,28.7171682,13.92895,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20210314,29.19,33.74308,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20210219,35.15,28.035626,0.0,,,,
LINK-USD,9.264862,2026/03/05,20:28 UTC,-0.2846279,9.351733,9.471164,9.093013,831143936,20220218,15.39,32.167,0.0,,,,
LSS-USD,0.0011846537,2026/03/05,20:29 UTC,-1.3424084E-5,0.0011984156,0.0011984156,0.0011846537,3,20220510,0.2646,1810.0,,,,,
LTC-USD,55.85888,2026/03/05,20:27 UTC,-1.4897614,56.796963,57.108707,55.15826,372846368,20241011,65.5,7.469,0.0,,,Uphold,
LUNA1-USD,2.703567E-4,2022/10/10,02:24 UTC,-3.3590535E-5,2.8711377E-4,2.8711377E-4,2.687506E-4,549120704,20220512,0.01688,10982.0,,,,,
LUNA1-USD,2.703567E-4,2022/10/10,02:24 UTC,-3.3590535E-5,2.8711377E-4,2.8711377E-4,2.687506E-4,549120704,20220515,2.72E-4,500000.0,,,,,
LUNC-USD,4.3150896E-5,2026/03/05,20:27 UTC,-1.7032326E-6,4.4954857E-5,4.5200268E-5,4.274353E-5,12982323,20220606,0.0,11000.0,,,,,
MANA-USD,0.09796403,2026/03/05,20:28 UTC,-0.0025959238,0.09968229,0.10039625,0.09592341,21250342,20240917,0.27939,1789.0,0.0,,,Uphold,
MANA-USD,0.09796403,2026/03/05,20:28 UTC,-0.0025959238,0.09968229,0.10039625,0.09592341,21250342,20230317,0.6,828.46,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20210519,2.19,1.37,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20211124,1.74,574.5,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20211106,1.89,520.9,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20240912,0.0,30.0,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20230911,0.51175,977.0,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20220831,0.8432,1171.09,0.0,,,,
MATIC-USD,0.21823609,2025/03/24,06:47 UTC,0.005908981,0.21275991,0.21826057,0.21034595,1267171,20240912,0.38,514.55,4.75,,,Coinbase ,
MBL-USD,9.23768E-4,2026/03/05,20:29 UTC,-1.6057165E-6,9.1875106E-4,9.38724E-4,9.0926985E-4,1011413,20220823,0.004,50000.0,,,,,
MBL-USD,9.23768E-4,2026/03/05,20:29 UTC,-1.6057165E-6,9.1875106E-4,9.38724E-4,9.0926985E-4,1011413,20221104,0.00347495,50000.0,,,,,
MBL-USD,9.23768E-4,2026/03/05,20:29 UTC,-1.6057165E-6,9.1875106E-4,9.38724E-4,9.0926985E-4,1011413,20221114,0.00245,75000.0,,,,,
MINA-USD,0.056858394,2026/03/05,20:29 UTC,-0.0017377771,0.05786203,0.057919778,0.055659417,3971829,20230317,0.864,347.22,,,,,
MINA-USD,0.056858394,2026/03/05,20:29 UTC,-0.0017377771,0.05786203,0.057919778,0.055659417,3971829,20220525,0.0,3.06,,,,,
MMF-USD,9.8993594E-5,2026/03/05,20:28 UTC,-2.24237E-6,9.960796E-5,9.973336E-5,9.855935E-5,660,20220827,0.0386,3400.0,,,,,
MMF-USD,9.8993594E-5,2026/03/05,20:28 UTC,-2.24237E-6,9.960796E-5,9.973336E-5,9.855935E-5,660,20221104,0.0178,3400.0,,,,,
MMF-USD,9.8993594E-5,2026/03/05,20:28 UTC,-2.24237E-6,9.960796E-5,9.973336E-5,9.855935E-5,660,20231101,0.0045,3400.0,,,,,
MMF-USD,9.8993594E-5,2026/03/05,20:28 UTC,-2.24237E-6,9.960796E-5,9.973336E-5,9.855935E-5,660,20231101,0.0045,3400.0,,,,,
MO,67.26,2026/03/05,15:30 EST,-0.8600006,67.65,67.69,66.16,8030134,20250222,55.05,10.0,0.0,,,Robinhood ,
MOBILE-USD,1.602158E-4,2026/03/05,20:27 UTC,-8.949224E-6,1.6686648E-4,1.6743812E-4,1.570329E-4,155549,20241127,0.0,120000.0,3.4,,,CRO,
MOBILE-USD,1.602158E-4,2026/03/05,20:27 UTC,-8.949224E-6,1.6686648E-4,1.6743812E-4,1.570329E-4,155549,20241127,9.416E-4,120000.0,4.0,,,CRO ,
MXC-USD,7.5720885E-4,2026/03/05,20:28 UTC,-5.393743E-5,7.9252303E-4,8.042713E-4,7.5720885E-4,3697,20221020,0.0548,5472.0,0.0,,,,
MXC-USD,7.5720885E-4,2026/03/05,20:28 UTC,-5.393743E-5,7.9252303E-4,8.042713E-4,7.5720885E-4,3697,20250107,0.00411,25000.0,2.0,,,CRO,
MXC-USD,7.5720885E-4,2026/03/05,20:28 UTC,-5.393743E-5,7.9252303E-4,8.042713E-4,7.5720885E-4,3697,20230821,0.009,15582.0,0.0,,,,
NCT-USD,0.006753337,2026/03/05,20:28 UTC,-1.7747283E-5,0.006744189,0.006768812,0.006641718,147272,20220309,0.042,5950.0,,,,,
NCT-USD,0.006753337,2026/03/05,20:28 UTC,-1.7747283E-5,0.006744189,0.006768812,0.006641718,147272,20221008,0.015473,16154.0,,,,,
NCT-USD,0.006753337,2026/03/05,20:28 UTC,-1.7747283E-5,0.006744189,0.006768812,0.006641718,147272,20221104,0.0087,28242.24,,,,,
NFLX,99.135,2026/03/05,15:30 EST,0.47499847,98.495,100.19,98.1,38141917,20210225,542.94,0.04605,,,,,
NIO,4.655,2026/03/05,15:30 EST,-0.18499994,4.75,4.85,4.62,33215203,20201218,45.65,20.0,0.0,,,,
NIO,4.655,2026/03/05,15:30 EST,-0.18499994,4.75,4.85,4.62,33215203,20220824,18.8,53.0,0.0,,,,
NIO,4.655,2026/03/05,15:30 EST,-0.18499994,4.75,4.85,4.62,33215203,20230419,8.98,13.9,0.0,,,,
NIO,4.655,2026/03/05,15:30 EST,-0.18499994,4.75,4.85,4.62,33215203,20240905,4.52,110.0,0.0,,,Ally,
NKN-USD,0.005560585,2026/03/05,20:28 UTC,2.2980385E-5,0.0055577517,0.0059081344,0.005464254,212487,20211005,0.0,8.08,,,,,
NOT-USD,3.8040656E-4,2026/03/05,20:27 UTC,-4.143134E-6,3.791211E-4,3.8877092E-4,3.6886046E-4,8098469,20250412,0.0019,259050.0,0.0,,,Uphold,
NOT-USD,3.8040656E-4,2026/03/05,20:27 UTC,-4.143134E-6,3.791211E-4,3.8877092E-4,3.6886046E-4,8098469,20250320,0.002632,94606.97,0.0,,,Uphold,
ONDO-USD,0.26637998,2026/03/05,20:27 UTC,-0.0066780746,0.26929948,0.27246466,0.25997263,52484260,20241231,1.42,351.0,5.0,,,,
ONE1-USD,0.018217506,2022/10/10,02:24 UTC,-0.0011786073,0.018435376,0.018435376,0.018068604,14439373,20220514,0.0494,3000.0,,,,,
ONE1-USD,0.018217506,2022/10/10,02:24 UTC,-0.0011786073,0.018435376,0.018435376,0.018068604,14439373,,0.0,40.0,,,,,
ONE1-USD,0.018217506,2022/10/10,02:24 UTC,-0.0011786073,0.018435376,0.018435376,0.018068604,14439373,20230320,0.02,10000.0,,,,,
ONE1-USD,0.018217506,2022/10/10,02:24 UTC,-0.0011786073,0.018435376,0.018435376,0.018068604,14439373,20230509,0.0,46.0,,,,,
ONE1-USD,0.018217506,2022/10/10,02:24 UTC,-0.0011786073,0.018435376,0.018435376,0.018068604,14439373,20231105,0.0,47.0,,,,,
OOKI-USD,1.0002076E-6,2025/08/31,12:56 UTC,0.0,1.0002076E-6,1.0002076E-6,1.0002076E-6,1,20220823,0.00765,20000.0,,,,,
OOKI-USD,1.0002076E-6,2025/08/31,12:56 UTC,0.0,1.0002076E-6,1.0002076E-6,1.0002076E-6,1,20220830,0.00703,21344.0,,,,,
OOKI-USD,1.0002076E-6,2025/08/31,12:56 UTC,0.0,1.0002076E-6,1.0002076E-6,1.0002076E-6,1,20221114,0.00334788,40000.0,,,,,
PDA-USD,0.0017591116,2026/03/05,20:28 UTC,-3.0488009E-5,0.0018005262,0.0018068677,0.0017202974,67104,20240401,0.0,172.0,0.0,,,,
PENGU34466-USD,0.007229344,2026/03/05,20:27 UTC,-1.8535554E-4,0.0072173937,0.00742673,0.006950911,138563792,20250520,0.01281,19523.0,0.0,,,Uphold,
PEPE24478-USD,3.5227822E-6,2026/03/05,20:28 UTC,-2.0454445E-7,3.6554666E-6,3.6554666E-6,3.4175214E-6,409322752,20240927,1.184E-5,1.689E7,5.98,,,Crypto.com,
PEPES-USD,1.2405208E-5,2023/12/20,18:15 UTC,0.0,1.2405208E-5,1.2405208E-5,1.2405208E-5,27770,20230421,5.665E-5,630556.0,,,,,
PEPES-USD,1.2405208E-5,2023/12/20,18:15 UTC,0.0,1.2405208E-5,1.2405208E-5,1.2405208E-5,27770,20230505,3.68E-6,5.4334452E7,,,,,
PEPES-USD,1.2405208E-5,2023/12/20,18:15 UTC,0.0,1.2405208E-5,1.2405208E-5,1.2405208E-5,27770,20230710,1.55E-6,6.4533728E7,,,,,
PFE,26.545,2026/03/05,15:30 EST,-0.07500076,26.39,26.71,26.2,28705052,20180521,35.69,14.0,,,,,
PFE,26.545,2026/03/05,15:30 EST,-0.07500076,26.39,26.71,26.2,28705052,20201218,37.75,30.0,,,,,
PLTR,152.005,2026/03/05,15:30 EST,-1.1080017,152.8,156.38,149.61,42659850,20250603,132.11,4.0,0.0,,,Robinhood ,
PRQ-USD,9.458037E-4,2026/03/05,20:28 UTC,7.945375E-5,8.588112E-4,9.704446E-4,8.484956E-4,63,20220514,0.089,3000.0,,,,,
PYXS,1.39,2026/03/05,15:29 EST,-0.100000024,1.47,1.47,1.34,270806,20230410,4.06,25.0,,,,,
QBTS,18.725,2026/03/05,15:30 EST,-0.18499947,18.59,18.79,17.265,27830404,20250519,12.48,31.0,0.0,,,,
QI9288-USD,0.001912683,2026/03/05,20:28 UTC,-5.2256044E-5,0.0019374753,0.0019468687,0.0018964772,597155,20230326,0.00936,21344.9,,,,,
QNT-USD,66.938675,2026/03/05,20:27 UTC,1.324379,65.18373,67.198654,64.45468,12009380,20220521,69.14,14.46,,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20240208,7.54,26.53,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210303,44.23,9.0,0.0,,,stash,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210514,25.79,19.38766,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230526,6.29,15.9,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210930,25.32,23.7,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230501,6.2,32.26,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20220824,10.93,91.49,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230501,6.52,30.68,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20250724,12.49,11.0,0.0,,,E*Trade,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230530,6.48,30.878,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210405,50.94,6.0,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20211101,29.88,6.69,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210825,21.94,22.789,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20211007,22.73,22.0,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230609,6.64,15.06,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210311,58.2,6.86,0.0,,,stash,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210922,23.78,8.7,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210723,22.44,8.91,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230523,6.79,14.73,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20210528,25.94,7.71,0.0,,,,
QS,6.885,2026/03/05,15:30 EST,-0.1079998,6.8,6.97,6.71,10032968,20230620,7.43,13.46,0.0,,,,
QSP-USD,0.0061852033,2024/03/12,21:21 UTC,9.957021E-4,0.0051112208,0.0061852033,0.004855552,68289,20220309,0.04974,5026.93,,,,,
QSP-USD,0.0061852033,2024/03/12,21:21 UTC,9.957021E-4,0.0051112208,0.0061852033,0.004855552,68289,20220823,0.02,10000.0,,,,,
QUBE-USD,8.337037E-4,2022/12/01,10:45 UTC,1.5739352E-7,8.346325E-4,8.35706E-4,8.3227037E-4,19,20240129,8.34E-4,27378.0,,,,,
RADAR15188-USD,3.1216233E-4,2026/03/05,20:28 UTC,-1.3507495E-5,3.1933602E-4,3.2503388E-4,3.110036E-4,9016,20221022,0.01,91512.0,,,,,
REEF-USD,7.579984E-5,2026/03/05,20:28 UTC,-3.2973912E-7,7.605981E-5,8.219899E-5,7.408111E-5,548263,20220401,0.0128,25000.0,,,,,
REEF-USD,7.579984E-5,2026/03/05,20:28 UTC,-3.2973912E-7,7.605981E-5,8.219899E-5,7.408111E-5,548263,20220426,0.0084,30000.0,,,,,
REEF-USD,7.579984E-5,2026/03/05,20:28 UTC,-3.2973912E-7,7.605981E-5,8.219899E-5,7.408111E-5,548263,20220517,0.00486,50000.0,,,,,
REEF-USD,7.579984E-5,2026/03/05,20:28 UTC,-3.2973912E-7,7.605981E-5,8.219899E-5,7.408111E-5,548263,20221003,0.00501,12500.0,,,,,
REEF-USD,7.579984E-5,2026/03/05,20:28 UTC,-3.2973912E-7,7.605981E-5,8.219899E-5,7.408111E-5,548263,20221114,0.00346,40000.0,,,,,
RLUSD-USD,0.9999029,2026/03/05,20:25 UTC,5.90086E-5,0.9998291,1.0002489,0.9992475,155055104,20250501,1.0,500.0,0.0,,,Uphold,
RLUSD-USD,0.9999029,2026/03/05,20:25 UTC,5.90086E-5,0.9998291,1.0002489,0.9992475,155055104,20250308,1.0,1997.0,0.0,,,Uphold,
RLY-USD,3.3394957E-5,2026/03/05,20:29 UTC,-1.5356964E-6,3.4427314E-5,3.4440513E-5,3.3292345E-5,829,20220106,0.0,169.25,,,,,
RNDR-USD,6.799348,2024/07/23,06:36 UTC,-0.14138365,6.7353196,6.8219104,6.7353196,56204816,20240722,6.77,72.0,9.0,,,,
RNDR-USD,6.799348,2024/07/23,06:36 UTC,-0.14138365,6.7353196,6.8219104,6.7353196,56204816,20240803,5.12,47.95,5.0,,,Coinbase,
RNDR-USD,6.799348,2024/07/23,06:36 UTC,-0.14138365,6.7353196,6.8219104,6.7353196,56204816,20220205,0.0,0.7646,0.0,,,,
ROBO,73.605,2026/03/05,15:29 EST,-1.6649933,74.7,75.1401,72.81,121435,20210114,66.18,3.02,,,,,
ROBO,73.605,2026/03/05,15:29 EST,-1.6649933,74.7,75.1401,72.81,121435,20210225,65.42,0.38215,,,,,
ROSE-USD,0.012111162,2026/03/05,20:27 UTC,-1.8753763E-4,0.012251901,0.012405509,0.011861146,7124317,20220428,0.21,2293.9,,,,,
ROSE-USD,0.012111162,2026/03/05,20:27 UTC,-1.8753763E-4,0.012251901,0.012405509,0.011861146,7124317,20221008,0.0592,4160.86,,,,,
ROSE-USD,0.012111162,2026/03/05,20:27 UTC,-1.8753763E-4,0.012251901,0.012405509,0.011861146,7124317,20221109,0.0463,5103.89,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20211221,0.03,1100.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20211222,0.03,15000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20211231,0.03,11000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20220107,0.02636,11000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20220510,0.00708,25000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20220517,0.00483,50000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20220823,0.006,40000.0,,,,,
RSR-USD,0.0015819222,2026/03/05,20:28 UTC,-9.446405E-5,0.0016107846,0.0016491618,0.0015366222,9005509,20221114,0.00445693,40000.0,,,,,
